var1,var2,var3,T,E
1.404635,0.039251,0.785162,17.09571,1
0.07394400000000001,0.053314999999999994,0.18626199999999998,15.464545999999999,0
1.271488,0.10678,0.291883,9.611961,1
0.781452,1.229076,0.069747,14.407441,1
0.3909,0.35690700000000003,0.23058,10.088009,1
2.193825,0.6211840000000001,0.466925,5.817582,1
2.942882,0.16383,1.040333,7.987799000000001,1
0.705527,0.592699,0.923248,11.831183,1
1.662925,2.1851700000000003,0.664273,11.873187,1
0.407842,1.011611,0.485592,4.144414,1
0.091321,0.281593,0.153947,8.288829,1
3.5385089999999995,1.80715,1.336961,4.326433,1
0.661027,1.171563,0.30091,14.246425,1
0.106552,0.121843,0.257878,5.663566,1
0.104327,1.513503,0.314581,7.9177919999999995,1
0.811837,1.6833240000000003,0.061925,11.845185,1
0.402495,0.43151999999999996,0.489576,11.075108,1
1.322155,0.521161,1.859989,6.888689,1
0.647954,3.243631,0.034075,8.344834,1
0.851476,0.21736599999999998,0.29733000000000004,4.473447,1
0.14999400000000002,3.027889,0.5427489999999999,9.247925,1
0.381276,1.146927,0.22583000000000003,11.215122000000001,1
0.019479,1.374707,1.5665950000000002,8.288829,1
0.806793,0.60941,1.903648,10.074007,1
0.9268280000000001,1.062158,0.048544,14.484448,1
0.998282,0.385911,1.403305,11.026102999999999,1
0.198755,1.668675,0.182337,6.251625,1
1.668232,0.717113,0.39318000000000003,15.884588,1
0.903388,0.34757,0.796215,11.341134,1
3.094217,0.764497,3.063756,7.644764,1
0.565765,0.8556440000000001,2.4122220000000003,8.365836999999999,1
0.600544,0.019666,2.356107,11.90119,1
0.453201,0.24214899999999998,0.7611140000000001,9.912991,1
0.441605,0.271366,0.9775219999999999,8.323832000000001,1
0.41135,0.029483999999999996,1.8434580000000003,11.971197,1
0.5351199999999999,0.045629,0.16006700000000001,11.124112,1
0.47211899999999996,2.239749,0.148828,6.153615,1
0.485754,1.464013,0.380293,8.911891,1
5.353937,0.855298,0.001006,4.879487999999999,1
0.000974,0.35496500000000003,0.698741,20.666067,1
0.36145700000000003,2.792862,1.503787,11.082108,1
1.2026729999999999,1.825852,0.391339,8.008801,1
0.8530770000000001,0.22137600000000002,1.6355389999999999,9.779978,1
1.646959,3.3371690000000003,1.262672,5.663566,1
0.050491,1.0423879999999999,0.040406,10.50105,1
0.693033,0.067717,1.6319299999999999,9.968997,1
3.8753610000000003,1.206579,0.6567850000000001,4.837484,1
0.401754,1.526443,0.449621,7.952795,1
2.112141,0.994604,0.12592799999999998,4.445444999999999,1
2.358111,1.411174,4.747023,6.930692999999999,1
0.406167,0.7479359999999999,1.240233,11.971197,1
0.9833120000000001,1.330699,0.931057,12.769277,1
2.8028560000000002,0.141768,0.96447,6.153615,1
0.22598000000000001,0.156969,0.771678,9.093909,1
1.0202120000000001,1.338747,1.485407,9.70297,1
0.737183,0.21196700000000002,1.479703,10.417042,1
0.694596,0.13306500000000002,1.612199,13.182317999999999,1
1.614919,1.628414,3.3395629999999996,2.576258,1
1.263567,0.041625999999999996,0.13448800000000002,7.091709,1
1.81759,0.89371,0.256831,5.740574,1
0.221442,1.00047,0.13556500000000002,12.923292,1
0.388571,2.331312,0.048117,12.874286999999999,1
1.365461,0.44473,0.26388,4.725473,1
0.017446,1.50251,1.859648,9.835984,1
0.803217,0.259678,0.305695,6.062606,1
1.153738,2.357565,0.264925,8.092808999999999,1
0.546425,0.516525,0.05980599999999999,8.043804,1
0.061367,2.453071,0.234816,8.715872000000001,1
0.42113599999999995,0.295455,1.117664,13.287329000000001,1
1.5747790000000002,0.7411220000000001,0.533676,10.515052,1
1.3943510000000001,0.877793,1.637652,6.426643,1
0.923441,1.1076139999999999,0.78291,3.640364,1
0.231346,0.620135,1.8213549999999998,4.746475,1
0.7357060000000001,3.4050540000000002,3.457625,11.677168,1
1.748839,1.132628,0.812584,11.558156,1
0.280291,1.664837,0.051460000000000006,8.757876,1
0.150857,2.545696,1.456119,12.825283,1
1.5516809999999999,0.125114,0.148355,15.618561999999999,0
0.746388,0.267458,0.42003599999999996,11.943194,1
0.068177,0.19378800000000002,2.693533,7.952795,1
0.305141,0.858988,3.883753,12.356236,1
3.614956,0.659784,1.013164,3.5633559999999997,1
1.9810330000000003,0.7379720000000001,0.272071,8.561856,1
0.19708,1.164958,0.8204870000000001,4.207421,1
0.027854000000000004,0.6533260000000001,0.08022,21.030103,1
1.8066659999999999,3.535072,2.176759,5.810581,1
0.16528800000000002,1.6233950000000001,1.9945509999999997,8.79988,1
1.617063,0.49479799999999996,0.131597,7.798780000000001,0
1.298794,1.778036,0.453693,12.657266,1
0.707968,1.081388,0.477484,14.30243,1
0.246455,0.11361800000000001,0.407209,13.329332999999998,1
0.282453,0.731784,0.002421,6.1256129999999995,1
0.133855,0.096552,0.152854,4.935494,0
0.025306,0.07387,0.163927,6.314630999999999,1
1.017839,0.737884,3.126409,6.573657000000001,0
0.847491,1.142187,1.342932,8.610861,1
0.9420930000000001,0.161735,1.388318,9.997,1
0.38300100000000004,0.006451,0.901114,7.749775,1
0.011165999999999999,0.220669,0.6917909999999999,7.3437339999999995,1
1.5435020000000002,1.472249,0.830817,6.986699000000001,1
0.168033,3.052163,0.035085000000000005,18.131813,1
2.1599459999999997,0.001644,1.443158,4.382438,1
0.249142,0.628992,2.3185130000000003,8.743874,1
0.137399,0.107748,0.354812,11.446145,1
0.6373409999999999,2.847188,1.4591370000000001,7.623761999999999,1
1.109732,0.405561,0.018856,10.634063000000001,1
0.031865,1.753759,0.25204,8.519852,1
1.631269,1.5886209999999998,3.7098989999999996,4.480448,1
